OTU	Size	Taxonomy
Otu2052	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255_marine_benthic_group;JTB255_marine_benthic_group_unclassified;JTB255_marine_benthic_group_unclassified;
Otu2053	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2054	2	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Saprospiraceae_unclassified;Saprospiraceae_unclassified;
Otu2055	2	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;hgcI_clade_unclassified;
Otu2056	2	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiales_unclassified;Verrucomicrobiales_unclassified;Verrucomicrobiales_unclassified;
Otu2057	2	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f_marine_benthic_group;uncultured_sponge_symbiont_PAUC43f;uncultured_sponge_symbiont_PAUC43f_unclassified;uncultured_sponge_symbiont_PAUC43f_unclassified;
Otu2058	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;Candidatus_Entotheonella;Candidatus_Entotheonella_palauensis;
Otu2059	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured_delta_proteobacterium;uncultured_delta_proteobacterium_unclassified;uncultured_delta_proteobacterium_unclassified;
Otu2060	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2061	2	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu2062	2	Bacteria;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;
Otu2063	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;NS2b_marine_group;Flavobacteriaceae_bacterium_KMM_6217;
Otu2064	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2065	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;Flavobacteriaceae_unclassified;
Otu2066	2	Bacteria;Planctomycetes;OM190;uncultured_bacterium;uncultured_bacterium_unclassified;uncultured_bacterium_unclassified;uncultured_bacterium_unclassified;
Otu2067	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa;uncultured_delta_proteobacterium;
Otu2068	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_unclassified;Xanthomonadales_unclassified;Xanthomonadales_unclassified;
Otu2069	2	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagales_unclassified;Cytophagales_unclassified;Cytophagales_unclassified;
Otu2070	2	Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaeria_unclassified;Lentisphaeria_unclassified;Lentisphaeria_unclassified;Lentisphaeria_unclassified;
Otu2071	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2072	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2073	2	Bacteria;Proteobacteria;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;
Otu2074	2	Bacteria;Planctomycetes;Phycisphaerae;Pla1_lineage;uncultured_soil_bacterium_PBS-71;uncultured_soil_bacterium_PBS-71_unclassified;uncultured_soil_bacterium_PBS-71_unclassified;
Otu2075	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2076	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2077	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2078	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2079	2	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19_marine_sediment_group;uncultured_bacterium;
Otu2080	2	Bacteria;Planctomycetes;Planctomycetes_unclassified;Planctomycetes_unclassified;Planctomycetes_unclassified;Planctomycetes_unclassified;Planctomycetes_unclassified;
Otu2081	2	Bacteria;Proteobacteria;Gammaproteobacteria;Order_Incertae_Sedis;Family_Incertae_Sedis;Marinicella;Marinicella_unclassified;
Otu2082	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116_clade;SAR116_clade_unclassified;SAR116_clade_unclassified;
Otu2083	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2084	2	Bacteria;Bacteroidetes;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;
Otu2085	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter_unclassified;
Otu2086	2	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;uncultured_sediment_bacterium;
Otu2087	2	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae_unclassified;Flammeovirgaceae_unclassified;
Otu2088	2	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaetaceae_unclassified;Spirochaetaceae_unclassified;
Otu2089	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacteraceae_unclassified;Desulfobacteraceae_unclassified;
Otu2090	2	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae_unclassified;Flammeovirgaceae_unclassified;
Otu2091	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2092	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2093	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas_unclassified;
Otu2094	2	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaeraceae_unclassified;Phycisphaeraceae_unclassified;
Otu2095	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2096	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales_unclassified;Rickettsiales_unclassified;Rickettsiales_unclassified;
Otu2097	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2098	2	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Reinekea;Reinekea_unclassified;
Otu2099	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2100	2	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomycetaceae_unclassified;Planctomycetaceae_unclassified;
Otu2101	2	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255_marine_benthic_group;JTB255_marine_benthic_group_unclassified;JTB255_marine_benthic_group_unclassified;
Otu2102	2	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;1G93;uncultured_bacterium;uncultured_bacterium_unclassified;
Otu2103	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2104	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Kordia;Kordia_unclassified;
Otu2105	2	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella_uli;
Otu2106	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus_unclassified;
Otu2107	2	Bacteria;Bacteroidetes;Cytophagia;Order_II_Incertae_Sedis;Rhodothermaceae;Rhodothermaceae_unclassified;Rhodothermaceae_unclassified;
Otu2108	2	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter_unclassified;
Otu2109	2	Bacteria;Planctomycetes;Phycisphaerae;Pla1_lineage;uncultured_soil_bacterium_PBS-71;uncultured_soil_bacterium_PBS-71_unclassified;uncultured_soil_bacterium_PBS-71_unclassified;
Otu2110	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;Flavobacteriaceae_unclassified;
Otu2111	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2112	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2113	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2114	2	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11_terrestrial_group;uncultured_bacterium;uncultured_bacterium_unclassified;uncultured_bacterium_unclassified;
Otu2115	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;Flavobacteriaceae_unclassified;
Otu2116	2	Bacteria;Planctomycetes;OM190;OM190_unclassified;OM190_unclassified;OM190_unclassified;OM190_unclassified;
Otu2117	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2118	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2119	2	Bacteria;Acidobacteria;Acidobacteria;Subgroup_9;Subgroup_9_unclassified;Subgroup_9_unclassified;Subgroup_9_unclassified;
Otu2120	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2121	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2122	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonadaceae_unclassified;Alteromonadaceae_unclassified;
Otu2123	2	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineaceae_unclassified;Anaerolineaceae_unclassified;
Otu2124	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter_unclassified;
Otu2125	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2126	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2127	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2128	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2129	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2130	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2131	2	Bacteria;Proteobacteria;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;
Otu2132	2	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomycetaceae_unclassified;Planctomycetaceae_unclassified;
Otu2133	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2134	2	Bacteria;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;Deltaproteobacteria_unclassified;
Otu2135	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2136	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacteraceae_unclassified;Desulfobacteraceae_unclassified;
Otu2137	2	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;uncultured_Oceanospirillales_bacterium;
Otu2138	2	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerae_unclassified;Phycisphaerae_unclassified;Phycisphaerae_unclassified;Phycisphaerae_unclassified;
Otu2139	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2140	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonadaceae_unclassified;Alteromonadaceae_unclassified;
Otu2141	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassomonas;Thalassomonas_unclassified;
Otu2142	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2143	2	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydiaceae_unclassified;Parachlamydiaceae_unclassified;
Otu2144	2	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu2145	2	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Surface_2;uncultured_bacterium;uncultured_bacterium_unclassified;
Otu2146	2	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium_unclassified;
Otu2147	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonadaceae_unclassified;Pseudoalteromonadaceae_unclassified;
Otu2148	2	Bacteria;Proteobacteria;Gammaproteobacteria;Order_Incertae_Sedis;Family_Incertae_Sedis;Arenicella;Arenicella_xantha;
Otu2149	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;Defluviicoccus_unclassified;
Otu2150	2	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter_unclassified;
Otu2151	2	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu2152	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2153	2	Bacteria;Proteobacteria;Gammaproteobacteria;Order_Incertae_Sedis;Family_Incertae_Sedis;Family_Incertae_Sedis_unclassified;Family_Incertae_Sedis_unclassified;
Otu2154	2	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium_unclassified;uncultured_deep-sea_bacterium_unclassified;
Otu2155	2	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu2156	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacteraceae_unclassified;Oxalobacteraceae_unclassified;
Otu2157	2	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Surface_2;uncultured_bacterium;uncultured_bacterium_unclassified;
Otu2158	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacteriaceae_unclassified;Phyllobacteriaceae_unclassified;
Otu2159	2	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_unclassified;
Otu2160	2	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_unclassified;
Otu2161	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassomonas;Thalassomonas_unclassified;
Otu2162	2	Bacteria;Bacteroidetes;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;
Otu2163	2	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996_marine_group;Sva0996_marine_group_unclassified;Sva0996_marine_group_unclassified;
Otu2164	2	Bacteria;Bacteroidetes;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;Bacteroidetes_unclassified;
Otu2165	2	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae_unclassified;Flammeovirgaceae_unclassified;
Otu2166	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2167	2	Bacteria;Proteobacteria;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;
Otu2168	2	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;Sh765B-TzT-29_unclassified;
Otu2169	2	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Owenweeksia;uncultured_bacterium;
Otu2170	2	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriales_unclassified;Sphingobacteriales_unclassified;Sphingobacteriales_unclassified;
Otu2171	2	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonadaceae_unclassified;Alteromonadaceae_unclassified;
Otu2172	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2173	2	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus_unclassified;
Otu2174	2	Bacteria;Proteobacteria;Gammaproteobacteria;Order_Incertae_Sedis;Family_Incertae_Sedis;Sedimenticola;Sedimenticola_unclassified;
Otu2175	2	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu2176	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2177	2	Bacteria;Acidobacteria;Acidobacteria;Subgroup_21;uncultured_hydrocarbon_seep_bacterium_BPC102;uncultured_hydrocarbon_seep_bacterium_BPC102_unclassified;uncultured_hydrocarbon_seep_bacterium_BPC102_unclassified;
Otu2178	2	Bacteria;Planctomycetes;Phycisphaerae;C86;uncultured_bacterium;uncultured_bacterium_unclassified;uncultured_bacterium_unclassified;
Otu2179	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;Rhodobacteraceae_unclassified;
Otu2180	2	Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;Subgroup_6_unclassified;Subgroup_6_unclassified;Subgroup_6_unclassified;
Otu2181	2	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae_unclassified;Flammeovirgaceae_unclassified;
Otu2182	2	Bacteria;Proteobacteria;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;Proteobacteria_unclassified;
